instname;state;tuition03_tf;tot_rev_w_auxother_sum;control;total_enrollment;ptall12;LONGITUD;LATITUDE
Community College of the Air Force;AL;0;;1;;;-86.244501;32.404904
Mellies Beauty College;AR;;176061.003;25;;-94.416278;35.380998
Mid-South Community College;AR;1296;7440037.221;1119;181;-90.22127;35.14662
Arkansas Northeastern College;AR;2328;9594065.001;1915;246;-89.918761;35.90313
Margarets Hair Academy Inc;AR;;99991.003;;;-91.788227;33.628754
New Tyler Barber College Inc;AR;;73963.003;51;;-92.253611;34.759745
North Arkansas College;AR;2376;12348688.001;1809;254;-93.090825;36.221638
Northwest Technical Institute;AR;2400;4480580.001;2218;;-94.116394;36.178477
Ouachita Baptist University;AR;8850;39965276.772;1638;292;-93.05137;34.124607
Ouachita Technical College;AR;2736;5322928.001;896;138;-92.81295;34.36231
Ozarka College;AR;3576;5279985.001;829;110;-91.89651;36.051677
University of the Ozarks;AR;8290;15897548.002;596;161;-93.466236;35.475014
University of Arkansas Community College-Morrilton;AR;1728;6714662.461;1236;139;-92.728703;35.170759
Philander Smith College;AR;3360;13699393.002;932;141;-92.28242;34.73666
Phillips Community College of the University of Arkansas;AR;2040;14431907.001;1871;273;-90.6184;34.5458
Southeast Arkansas College;AR;1800;7163459.341;1789;142;-92.024776;34.209797
Professional Cosmetology Education Center;AR;;201051.003;;;-92.663857;33.215807
Pulaski Technical College;AR;2400;11867463.081;4112;287;-92.298867;34.785194
University of Arkansas Community College-Hope;AR;2064;8311415.001;1235;146;-93.58713;33.64641
Rich Mountain Community College;AR;3312;5483470.001;846;66;-94.218089;34.590187
Searcy Beauty College Inc;AR;;74035.003;43;;-91.734519;35.23777
Williams Baptist College;AR;6000;6349811.002;637;91;-90.932278;36.125156
South Arkansas Community College;AR;2328;9096439.881;1173;165;-92.665579;33.210435
Southern Arkansas University Main Campus;AR;3240;24966056.001;2871;295;-93.2353;33.288656
Southern Arkansas University Tech;AR;1320;9047141.001;788;132;-92.82958;33.58698
Velvatex College of Beauty Culture;AR;;55370.003;21;;-92.289685;34.730722
University of Arkansas-Fort Smith;AR;3120;28505994.001;5598;535;-94.374213;35.385306
Abram Friedman Occupational Center;CA;;;1;;;-118.266121;34.034208
Academy of Art University;CA;13500;55911369.003;5638;903;-122.400721;37.787685
ITT Technical Institute;CA;8073;5521493.003;438;43;-121.281629;38.591135
Academy of Chinese Culture and Health Sciences;CA;;1882907.002;166;64;-122.272799;37.80664
The Academy of Radio Broadcasting;CA;;1315964.003;174;;-117.990398;33.7689
Alameda Beauty College;CA;;472723.003;91;;-122.243386;37.764443
College of Alameda;CA;3600;88286720.001;23773;1291;-122.280528;37.779884
Allan Hancock College;CA;3750;54074492.001;8382;799;-120.424824;34.943821
American Academy of Dramatic Arts-West;CA;;2744617.002;185;;-118.344097;34.095315
American Baptist Seminary of the West;CA;;1741739.302;74;20;-122.256007;37.865388
American Film Institute Conservatory;CA;;24700724.002;296;;-118.309348;34.107558
American Beauty College;CA;;102262.003;24;;-117.937209;34.069634
American Intercontinental University;CA;11850;11833100.003;446;;-118.415776;33.978529
American Career College;CA;;9074064.003;1321;;-118.29239;34.079012
American Conservatory Theater;CA;10833;17162558.002;70;232;-122.40499;37.787462
American River College;CA;3752;218539672.001;53551;2856;-121.350404;38.649035
Bryman College-Hayward;CA;;4621911.003;59;;-122.085034;37.675468
Antelope Valley College;CA;3990;39325062.001;9370;605;-118.184546;34.674985
Art Center College of Design;CA;18470;55838452.002;1438;527;-118.186916;34.169997
Associated Technical College;CA;;2603045.003;479;;-118.272335;34.05636
Associated Technical College;CA;;3847120.003;157;;-117.157997;32.715643
Azusa Pacific University;CA;14630;84403191.002;6033;950;-117.890001;34.128897
Bakersfield College;CA;3416;99534504.001;20035;1368;-118.973206;35.410917
BARSTOW ACADEMY OF BEAUTY;CA;;;3;;;-117.02158;34.898722
Barstow Community College;CA;3264;10548731.001;2219;112;-117.015632;34.855271
Bay Vista College of Beauty;CA;;773736.003;115;;-117.089833;32.676836
Bethany University;CA;9800;5747359.002;553;118;-121.994343;37.074773
Bethesda Christian University;CA;3600;19221164.002;;;-117.941619;33.842251
Biola University;CA;15914;58211000.002;3874;737;-118.017982;33.905083
Brooks Institute of Photography;CA;15000;9029408.003;551;78;-119.694882;34.437392
Brownson Technical School;CA;;81862.003;51;;-117.906603;33.819219
Bryan College;CA;5280;891791.003;266;;-118.302824;34.061733
Butte College;CA;3216;54774938.001;9881;880;-121.65112;39.650045
Phillips Graduate Institute;CA;;4544226.002;;;-118.501104;34.170022
California Institute of Integral Studies;CA;13740;8480005.002;1017;93;-122.416492;37.774828
Cabrillo College;CA;;52894221.001;12622;663;-121.928163;36.989141
California Baptist University;CA;9308;22817320.002;2058;219;-117.427126;33.931322
California College of the Arts;CA;18188;24799000.002;1131;123;-122.251396;37.835739
University of California Hastings College of Law;CA;;29668139.001;1122;508;-122.415566;37.780684
California Institute of Technology;CA;19260;2034583008.002;1889;2528;-118.127476;34.135914
California Lutheran University;CA;16020;41494117.002;2794;;-118.8771;34.225543
California Polytechnic State University-San Luis Obispo;CA;7380;252107886.001;16470;2309;-120.65856;35.29889
California State University-Bakersfield;CA;7380;74850509.001;6210;792;-119.103271;35.354272
California State University-Stanislaus;CA;7380;77331328.001;6489;852;-120.85747;37.52577
California State University-Chancellors Office;CA;;229178358.001;;;-118.2012;33.76435
California State University-San Bernardino;CA;7380;141675161.001;14280;1613;-117.328235;34.177998
California State Polytechnic University-Pomona;CA;7380;218956523.001;18021;2110;-117.820714;34.05037
California State University-Chico;CA;7380;195143651.001;15261;2004;-121.84621;39.73177
California State University-Dominguez Hills;CA;7380;109601537.001;12524;1339;-118.25869;33.867102
California State University-Fresno;CA;7380;245165657.001;18321;2299;-119.745289;36.815306
California State University-Fullerton;CA;7380;242127150.001;27167;3133;-117.887433;33.879642
California State University-East Bay;CA;7380;145337118.001;12667;1680;-122.062441;37.658892
California State University-Long Beach;CA;7380;326357231.001;30011;3388;-118.122256;33.781967
California State University-Los Angeles;CA;7380;202812195.001;19783;2265;-118.171605;34.062369
California State University-Northridge;CA;7380;311450421.001;27947;3192;-118.527573;34.235561
California State University-Sacramento;CA;7380;285264723.001;24530;2813;-121.427431;38.567103
University of California-Berkeley;CA;9804;1222759992.001;31347;16138;-122.254334;37.87059
University of California-Davis;CA;9804;1635507968.001;25092;13356;-121.75008;38.54027
University of California-Irvine;CA;9804;828820008.001;19277;8178;-117.842133;33.647124
University of California-Los Angeles;CA;9804;2612248056.001;36351;21290;-118.437942;34.074002
University of California-Riverside;CA;9384;269989000.001;11600;4138;-117.331107;33.975885
University of California-San Diego;CA;9384;1428597976.001;19894;12451;-117.239122;32.875469
University of California-San Francisco;CA;9804;1363465016.001;3491;11924;-122.459818;37.763031
University of California-Santa Barbara;CA;13603;441492000.001;20056;6167;-119.84342;34.414661
University of California-Santa Cruz;CA;0;276721000.001;11302;4087;-122.052313;36.977156
Institute of Transpersonal Psychology;CA;;3343334.002;340;64;-122.108884;37.430114
California Beauty School;CA;;278922.003;71;;-120.997081;37.645419
California Christian College;CA;2760;567290.002;99;29;-119.732776;36.76662
California College-San Diego;CA;6900;512613.003;85;4;-117.133698;32.770239
California Culinary Academy;CA;13800;10540343.003;658;151;-122.402691;37.765412
California Hair Design Academy;CA;;584497.003;;;-117.025306;32.765662
California Institute of the Arts;CA;18950;47785750.902;1224;573;-118.56614;34.394751
California Maritime Academy;CA;7380;20059383.001;583;201;-122.230748;38.073816
California Western School of Law;CA;;18873131.002;717;162;-117.162506;32.72196
Canada College;CA;3336;5602353.001;4819;346;-122.260383;37.447062
College of the Canyons;CA;3600;34640391.001;9146;544;-118.567583;34.407188
Career Academy of Beauty;CA;;1061326.003;330;;-118.031392;33.781049
Casa Loma College-Van Nuys;CA;;5964052.002;287;;-118.457461;34.192606
CET-San Diego;CA;;654392.002;79;;-117.104837;32.711482
CET-Sobrato;CA;;3147502.002;271;;-121.885938;37.322017
CET-El Centro;CA;;1338267.002;178;;-115.548865;32.790829
CET-Riverside;CA;;1287311.002;194;;-117.268354;34.075028
CET-Watsonville;CA;;909359.002;68;;-121.76825;36.932055
CET-Gilroy;CA;;759395.002;74;;-121.562133;37.015393
CET-Salinas;CA;;693774.002;53;;-121.653267;36.671509
Cerritos College;CA;3000;74972659.001;20450;1106;-118.097454;33.887435
Chabot College;CA;;42638508.001;11915;763;-122.1027;37.640391
Chaffey College;CA;3600;48622207.001;13468;767;-117.575668;34.145967
Chapman University;CA;;136741826.002;;;-117.85168;33.79303
Charles R Drew University of Medicine and Science;CA;7200;60374631.002;211;286;-118.242462;33.924654
Concordia University;CA;15700;17943705.002;1208;256;-117.8077;33.655664
San Diego Christian College;CA;10840;7145553.002;613;129;-116.904289;32.79999
Church Divinity School of the Pacific;CA;;4402749.002;131;47;-122.260951;37.875943
Citrus College;CA;;53847044.131;10668;849;-117.884047;34.135951
City College of San Francisco;CA;3406;165678638.001;27986;2777;-122.452309;37.726771
Claremont Graduate University;CA;;42909514.002;2016;468;-117.714076;34.10335
Claremont McKenna College;CA;20600;143166287.002;1043;338;-117.707045;34.102557
Golden State College;CA;;2159506.003;199;;-119.313417;36.284044
Cleveland Chiropractic College of Los Angeles;CA;4716;11349207.002;661;113;-118.291713;34.081545
Clovis Adult Education;CA;;1191111.001;521;;-119.690637;36.835872
Coastline Community College;CA;;;1;34848;2239;-117.929579;33.716363
Coleman College;CA;10080;12548197.002;;206;-117.135995;32.82143
COBA Academy;CA;;1051199.003;196;;-117.853233;33.788226
Western University of Health Sciences;CA;12915;38665601.002;1411;283;-117.747847;34.057955
Columbia College;CA;3724;87312132.001;16056;955;-120.388356;38.029168
Columbia College Hollywood;CA;10500;1610975.002;134;33;-118.53889;34.179962
Compton Community College;CA;;27021159.001;4866;432;-118.209134;33.874419
San Fernando Beauty Academy;CA;;733928.003;169;;-118.45012;34.228021
Contra Costa College;CA;3120;275229780.001;31590;887;-122.342159;37.968886
Cuesta College;CA;3192;36967007.001;8879;593;-120.67182;35.27279
Cuyamaca College;CA;3264;72685356.001;22630;1411;-116.938335;32.746192
Cynthias Beauty Academy;CA;;2939193.003;329;;-118.193355;33.978651
Cypress College;CA;4020;161516912.001;31399;1792;-118.025102;33.828139
De Anza College;CA;3060;178941370.001;38547;1973;-122.046103;37.322798
Image School of Cosmetology;CA;;565968.003;102;;-116.999767;33.747387
International School of Beauty Inc;CA;;1104955.003;177;;-116.403765;33.729597
Dell'Arte International School of Physical Theatre;CA;;879658.002;36;;-123.989104;40.880649
College of the Desert;CA;3892;41000305.001;16505;166;-116.38753;33.73256
Design Institute of San Diego;CA;10200;2534257.003;301;38;-117.167676;32.880904
DeVry University-California;CA;7778;37865385.003;3499;442;-117.803061;34.063021
Dominican University of California;CA;16512;25364928.002;1431;343;-122.513932;37.979956
Dominican School of Philosophy and Theology;CA;7800;1274385.002;71;23;-122.264752;37.880865
California Cosmetology College;CA;;283959.003;37;;-121.947913;37.348152
El Camino College;CA;3288;67055249.001;22616;1284;-118.326597;33.885352
Elegance International;CA;;;3;14;;-118.338691;34.100413
Marinello Schools of Beauty;CA;;1034049.003;78;;-118.309921;34.181763
Emperors College of Traditional Oriental Medicine;CA;;2876516.003;387;59;-118.484595;34.030315
Empire College School of Business;CA;5946;3472553.003;355;45;-122.729022;38.468539
Fashion Institute of Design & Merchandising-Los Angeles;CA;13345;47555925.003;3096;641;-118.259357;34.044404
Fashion Careers College;CA;10958;1233634.003;119;;-117.20727;32.780841
Feather River Community College District;CA;3264;8954570.001;838;141;-120.971382;39.952625
Federico Beauty Institute;CA;;2049625.003;139;;-121.497712;38.648326
Fielding Graduate University;CA;;14652365.002;1179;144;-119.714032;34.434244
Five Branches Institute;CA;;1729358.002;;;-121.998468;36.964366
Hair California Beauty Academy;CA;;133415.003;130;;-117.835701;33.806094
Franciscan School of Theology;CA;;3617226.002;89;;-122.260583;37.877163
Fredrick and Charles Beauty College;CA;;382551.003;48;;-124.165292;40.799218
Fresno City College;CA;2904;88041644.001;16739;1290;-119.797983;36.765891
Fresno Pacific University;CA;13150;21457921.002;1677;216;-119.736344;36.726031
Fuller Theological Seminary in California;CA;;49898575.002;2513;498;-118.13974;34.147201
Galen College of Medical and Dental Assistants;CA;;8565126.003;346;;-119.801065;36.760139
Gavilan College;CA;0;20685653.001;3317;410;-121.563359;36.968352
Gemological Institute of America;CA;;72473000.002;13204;;-117.317511;33.131547
Glendale Community College;CA;3144;60865478.001;13172;932;-118.229868;34.167223
Glendale Career Schools;CA;;17829328.003;1200;;-118.281833;34.163511
Golden Gate University-San Francisco;CA;9666;74932696.002;5379;1549;-122.398429;37.789168
Graduate Theological Union;CA;;9507008.002;303;68;-122.262448;37.876176
Hair Masters University;CA;;292194.003;62;;-117.287561;34.135954
Hartnell College;CA;3990;31361369.001;7459;547;-121.665278;36.675439
Harvey Mudd College;CA;21584;34745644.002;709;217;-117.712028;34.105473
Heald College-San Francisco;CA;7200;172136176.002;9124;906;-122.396406;37.790686
Hilltop Beauty School;CA;;486616.003;153;;-122.461606;37.705549
Holy Names University;CA;14300;11664975.002;934;195;-122.187806;37.801876
Pacifica Graduate Institute;CA;;9415462.003;843;73;-119.57963;34.421207
Humboldt State University;CA;7380;115987426.001;7545;1299;-124.081592;40.874103
Humphreys College-Stockton;CA;6804;4065689.002;;129;-121.316889;38.010697
Imperial Valley College;CA;3264;25713908.001;4839;219;-115.50268;32.825884
Institute for Business and Technology;CA;;2392536.003;251;;-121.969243;37.369473
Institute of Computer Technology;CA;7950;3105337.143;236;39;-118.29203;34.061788
Interior Designers Institute;CA;8980;2280937.003;463;25;-117.865553;33.641543
International School of Cosmetology;CA;;402175.003;61;;-118.494684;34.017509
ITT Technical Institute;CA;8073;10597527.003;873;63;-117.11928;32.806768
ITT Technical Institute;CA;8073;10092980.003;834;57;-117.81881;34.103049
ITT Technical Institute;CA;8073;8589367.003;762;50;-117.895677;33.780231
J Boutique College of Beauty;CA;;1275995.003;204;;-116.945617;32.794837
John F Kennedy University;CA;8172;15533744.002;;;-122.054872;37.956923
University of Judaism;CA;14500;17558983.002;209;182;-118.471715;34.129284
Reedley College;CA;2904;23973230.001;7869;124;-119.457767;36.604952
Life Pacific College;CA;5250;5035590.002;501;59;-117.829024;34.09931
Art Institute of California-San Diego;CA;;2218010.003;;;-117.15509;32.777876
University of La Verne;CA;16000;64529541.002;6820;856;-117.772322;34.101068
Laguna College of Art and Design;CA;12600;2942556.002;;;-117.774129;33.557182
Lake Tahoe Community College;CA;4050;10020775.001;2602;237;-119.97205;38.9271
Lancaster Beauty School;CA;;473226.003;107;;-118.148075;34.694869
Lassen Community College;CA;3528;12493273.001;1832;225;-120.63329;40.53659
Life Chiropractic College-West;CA;;13616240.002;;;-122.116422;37.637721
Lincoln University;CA;5760;;2;209;;-122.269415;37.80478
Southern California Seminary;CA;2880;1250189.002;199;;-116.905476;32.8008
Loma Linda University;CA;15000;197195860.002;4802;2521;-117.260002;34.052617
Long Beach City College;CA;3120;94214511.001;18730;719;-118.13532;33.83246
Southern California University of Health Sciences;CA;;18570142.002;748;216;-117.984921;33.924653
